wijkcode,wijknaam,gemnr,gemnaam,Totale bevolking,Bevolking 19 jaar en ouder,Bevolking 65 jaar en ouder,% eenzaam*,% ernstig eenzaam*,% sociaal eenzaam*,% emotioneel eenzaam*,% 75 jaar en ouder,% eenpersoons huishoudens,% verweduwd,% niet-westers allochtonen,% met beperking*,% met langdurige aandoening*,% met voldoende regie over het eigen leven*,% met goede ervaren gezondheid*
WK051203,Wijk 03 Lingewijk,512,Gorinchem,2165,1832,177,47,11,48,32,,38,8,10,17,37,87,71
WK051204,Wijk 04 haarwijk,512,Gorinchem,6525,4956,439,52,13,52,36,,32,4,29,19,36,86,68
WK051205,Wijk 05 Stalkaarsen,512,Gorinchem,2765,2171,317,52,13,51,37,,43,8,21,20,36,87,69
WK051206,Wijk 06 Gildenwijk,512,Gorinchem,5290,4576,924,59,16,56,43,,53,11,28,27,42,81,62
WK051207,Wijk 07 Schelluinsestraat,512,Gorinchem,155,133,25,49,12,49,35,,49,11,4,20,39,85,67
WK051208,Wijk 08 Avelingen Oost,512,Gorinchem,60,,56,49,11,50,34,,37,5,2,14,37,91,74
WK051209,Wijk 09 Avelingen West,512,Gorinchem,25,,18,34,5,38,21,,,,,9,28,93,83
WK051210,Wijk 10 Molenvliet,512,Gorinchem,55,,45,41,7,42,27,,29,7,2,12,28,91,80
WK051211,Wijk 11 laag Dalem,512,Gorinchem,8695,6217,338,38,7,41,25,,18,3,6,11,30,92,80
WK051212,Wijk 12 Dalem,512,Gorinchem,895,692,46,37,6,40,24,,19,4,1,10,31,92,80
WK051213,Wijk 13 Hoog Dalem,512,Gorinchem,955,,675,34,6,36,24,,8,0,8,6,23,94,85
WK051214,Wijk 14 Bedrijventerrein Oost,512,Gorinchem,20,,17,39,8,43,26,,20,,,9,29,93,82
WK051215,Wijk 15 Papland,512,Gorinchem,65,,51,34,5,36,22,,25,4,15,7,25,94,85
WK051216,Wijk 16 schotdeuren,512,Gorinchem,55,,49,44,9,43,30,,25,5,3,15,33,86,76
WK051217,Wijk 17 Bedrijventerrein Noord,512,Gorinchem,20,,18,42,5,44,22,,,,,13,35,90,74
WK051218,Wijk 18 Landelijk gebied West,512,Gorinchem,95,,66,38,5,41,22,,10,4,1,11,27,91,81
WK051219,Wijk 19 Landelijk gebied Noord,512,Gorinchem,10,,,,,,,,,,,,,,
WK051220,Wijk 20 Landelijk gebied Oost,512,Gorinchem,15,,12,46,13,46,32,,,,,13,35,88,70
WK051221,Wijk 21 Landelijk gebied Zuid,512,Gorinchem,10,,10,34,5,38,19,,,,,5,25,95,88
WK051301,Wijk 01 Binnenstad,513,Gouda,7560,6454,691,46,12,46,35,,52,6,12,18,36,86,74
WK051302,Wijk 02 De Korte Akkeren,513,Gouda,9600,7407,523,48,13,48,35,,39,4,20,20,38,85,72
WK051303,Wijk 03 Bloemendaal,513,Gouda,10025,8260,1233,44,10,45,31,,41,7,11,17,39,87,74
WK051304,Wijk 04 Plaswijck,513,Gouda,12445,9760,1062,45,10,45,30,,31,5,12,18,40,86,73
WK051305,Wijk 05 Noord,513,Gouda,9500,7283,730,46,11,46,33,,37,5,14,17,37,86,74
WK051306,Wijk 06 Kort Haarlem,513,Gouda,9835,7325,697,47,12,48,34,,38,5,19,20,38,85,72
WK051307,Wijk 07 Goverwelle,513,Gouda,11685,8500,615,44,10,45,30,,25,4,22,16,35,88,76
WK051308,Wijk 08 Stolwijkersluis,513,Gouda,405,317,29,38,7,41,24,,32,4,5,11,32,92,81
WK051309,Wijk 09 Oostpolder in Schieland,513,Gouda,115,,305,48,14,47,39,,22,2,4,8,25,90,84
WK051801,Wijk 01 Oostduinen,518,'s-Gravenhage,0,,,,,,,,,,,,,,
WK051802,Wijk 02 Belgisch Park,518,'s-Gravenhage,8055,6557,675,45,10,46,31,,51,5,11,12,35,91,78
WK051803,Wijk 03 Westbroekpark en Duttendel,518,'s-Gravenhage,1865,1533,355,42,8,44,26,,44,11,8,15,38,90,77
