wijkcode,wijknaam,gemnr,gemnaam,Totale bevolking,Bevolking 19 jaar en ouder,Bevolking 65 jaar en ouder,% eenzaam*,% ernstig eenzaam*,% sociaal eenzaam*,% emotioneel eenzaam*,% 75 jaar en ouder,% eenpersoons huishoudens,% verweduwd,% niet-westers allochtonen,% met beperking*,% met langdurige aandoening*,% met voldoende regie over het eigen leven*,% met goede ervaren gezondheid*
WK162121,Wijk 21 Berkel,1621,Lansingerland,4315,3370,589,43,9,44,30,,32,7,10,16,36,90,75
WK162122,Wijk 22 Noordpolder,1621,Lansingerland,4795,3758,430,40,8,42,27,,29,6,8,13,35,91,78
WK162123,Wijk 23 Meerpolder,1621,Lansingerland,6310,4492,331,40,8,40,27,,20,3,14,11,30,91,80
WK162124,Wijk 24 Noordeinde,1621,Lansingerland,1610,1270,78,35,6,38,23,,20,2,3,8,28,94,84
WK162125,Wijk 25 Zuidpolder,1621,Lansingerland,5020,3594,216,38,7,40,25,,17,2,8,10,31,93,82
WK162126,Wijk 26 De Wadden,1621,Lansingerland,2020,1394,37,33,6,36,22,,13,1,8,6,25,96,87
WK162127,Wijk 27 Westpolder,1621,Lansingerland,4120,2749,55,36,7,37,24,,14,1,10,7,26,95,86
WK162128,Wijk 28 Rodenrijs,1621,Lansingerland,1135,905,82,35,6,38,23,,22,4,5,9,30,93,82
WK162131,Wijk 31 Bleiswijk,1621,Lansingerland,4180,3212,546,41,8,41,28,,28,7,7,15,34,90,78
WK162132,Wijk 32 Hoekeindse Zoom,1621,Lansingerland,6445,4824,282,39,7,41,26,,19,2,10,10,31,92,82
WK162133,Wijk 33 Bleiswijk Buiten,1621,Lansingerland,1160,900,64,34,5,36,21,,19,3,3,8,28,94,84
WK164000,Heythuysen,1640,Leudal,6510,5343,831,45,10,45,32,,32,7,3,17,35,88,73
WK164001,Heibloem,1640,Leudal,815,617,65,42,9,43,29,,31,5,2,14,31,90,76
WK164002,Roggel,1640,Leudal,4175,3384,332,42,9,43,29,,29,6,2,13,31,91,78
WK164003,Neer,1640,Leudal,3380,2691,292,44,9,44,29,,29,6,2,13,32,90,76
WK164004,Nunhem,1640,Leudal,665,555,48,44,9,45,29,,29,6,3,14,35,90,74
WK164005,Haelen,1640,Leudal,4280,3481,526,46,10,46,32,,30,7,2,16,35,89,73
WK164006,Buggenum,1640,Leudal,945,758,64,44,10,45,30,,28,6,3,14,32,90,75
WK164007,Horn,1640,Leudal,3860,3128,411,45,10,45,30,,27,7,3,15,34,90,75
WK164008,Baexem,1640,Leudal,2660,2170,180,48,11,48,32,,26,4,10,14,32,90,77
WK164009,Kelpen-Oler,1640,Leudal,1185,949,97,43,9,45,28,,23,5,3,13,29,90,77
WK164010,Grathem,1640,Leudal,1690,1373,120,43,9,44,28,,24,5,2,13,32,91,77
WK164011,Ell,1640,Leudal,1435,1115,98,41,8,42,27,,23,5,2,12,29,92,78
WK164012,Haler,1640,Leudal,490,395,43,41,8,44,26,,20,4,2,11,27,92,80
WK164013,Hunsel,1640,Leudal,965,774,109,42,9,44,28,,28,6,1,14,31,91,76
WK164014,Neeritter,1640,Leudal,1310,1039,82,45,10,46,30,,30,6,2,14,34,90,74
WK164015,Ittervoort,1640,Leudal,1740,1411,136,44,10,45,29,,23,4,2,13,33,90,75
WK164100,Wijk 00 Maasbracht,1641,Maasgouw,6995,5772,760,47,11,47,32,,33,7,3,17,36,88,71
WK164101,Wijk 01 Linne,1641,Maasgouw,3665,3016,362,46,10,47,31,,29,6,2,15,36,89,72
WK164102,Wijk 02 Stevensweert,1641,Maasgouw,1645,1366,116,44,9,45,28,,25,5,1,14,34,89,73
WK164103,Wijk 03 Ohé en Laak,1641,Maasgouw,810,694,79,44,9,45,29,,32,8,1,15,32,89,74
WK164104,Wijk 04 Thorn,1641,Maasgouw,2395,2039,324,46,11,46,32,,34,9,2,18,37,88,71
WK164105,Wijk 05 Heel,1641,Maasgouw,4420,3667,431,48,11,47,32,,28,6,2,19,37,85,70
WK164106,Wijk 06 Beegden,1641,Maasgouw,1765,1440,147,44,9,45,28,,24,5,3,13,34,91,76
WK164107,Wijk 07 Wessem,1641,Maasgouw,2050,1704,191,45,10,46,30,,29,8,3,16,35,89,73
WK165100,Wijk 00,1651,Eemsmond,5495,4416,672,48,10,48,32,,39,8,4,19,42,88,71
WK165101,Wijk 01,1651,Eemsmond,4920,3757,373,44,8,45,28,,31,5,2,15,38,90,76
WK165102,Wijk 02,1651,Eemsmond,1735,1281,87,42,7,44,26,,25,3,1,13,37,91,78
WK165103,Wijk 03,1651,Eemsmond,1460,1129,90,47,9,46,29,,34,5,2,13,38,90,77
WK165104,Wijk 04,1651,Eemsmond,2200,1766,165,44,8,46,28,,34,5,2,14,39,89,76
WK165200,Wijk 00 Gemert,1652,Gemert-Bakel,16175,12690,1166,42,10,43,30,,29,5,4,17,33,88,75
WK165201,Wijk 01 Handel,1652,Gemert-Bakel,1840,1474,167,39,8,40,27,,30,5,1,18,31,89,75
WK165202,Wijk 02 De Mortel,1652,Gemert-Bakel,1535,1178,103,36,7,38,25,,23,4,1,15,27,90,78
WK165203,Wijk 03 Elsendorp,1652,Gemert-Bakel,1105,861,71,40,9,40,30,,38,5,1,17,29,89,77
WK165204,Wijk 04 Bakel,1652,Gemert-Bakel,5615,4641,442,40,9,40,28,,30,5,2,16,31,89,76
WK165205,Wijk 05 Milheeze,1652,Gemert-Bakel,2170,1712,150,36,7,38,25,,22,5,1,15,28,91,78
WK165206,Wijk 06 De Rips,1652,Gemert-Bakel,1195,941,97,38,8,39,27,,26,4,2,15,29,90,77
WK165501,Wijk 01 Oud Gastel,1655,Halderberge,6315,5082,592,41,9,43,28,,24,7,2,16,31,89,75
WK165502,Wijk 02 Stampersgat,1655,Halderberge,1220,972,87,43,10,45,29,,26,6,2,16,31,89,74
WK165503,Wijk 03 Oudenbosch,1655,Halderberge,13050,10481,1194,48,12,47,35,,32,6,14,20,34,86,70
WK165504,Wijk 04 Hoeven,1655,Halderberge,6645,5393,647,43,9,44,31,,25,7,3,17,31,88,74
WK165505,Wijk 05 Bosschenhoofd,1655,Halderberge,2295,1912,169,44,10,45,31,,24,6,2,16,30,89,74
WK165800,Wijk 00 Heeze,1658,Heeze-Leende,9770,7861,996,43,8,43,28,,27,6,3,14,31,91,77
WK165801,Wijk 01 Leende,1658,Heeze-Leende,3905,3141,438,41,8,41,27,,28,7,2,15,29,90,77
WK165802,Wijk 02 Leenderstrijp,1658,Heeze-Leende,485,366,35,36,6,38,24,,20,5,1,10,24,93,82
WK165803,Wijk 03 Sterksel,1658,Heeze-Leende,1480,1236,119,44,9,44,31,,29,4,2,18,31,85,75
WK165900,Wijk 00 Beek en Donk,1659,Laarbeek,10180,7987,837,40,9,41,29,,29,5,3,16,32,89,75
WK165901,Wijk 01 Aarle-Rixtel,1659,Laarbeek,5640,4507,539,38,9,40,27,,25,6,2,16,33,89,76
WK165902,Wijk 02 Lieshout,1659,Laarbeek,4225,3356,364,38,8,40,26,,23,5,2,16,31,90,76
WK165903,Wijk 03 Mariahout,1659,Laarbeek,1915,1460,138,36,7,38,25,,23,6,0,14,28,91,78
WK166300,Wijk 00,1663,De Marne,3230,2566,284,44,8,46,28,,36,6,1,16,37,90,76
WK166301,Wijk 01,1663,De Marne,3260,2594,290,45,8,46,29,,36,7,2,16,39,90,74
WK166302,Wijk 02,1663,De Marne,2165,1777,202,41,8,43,27,,34,5,3,16,39,90,76
WK166303,Wijk 03,1663,De Marne,1440,1116,108,41,8,43,27,,34,6,1,15,39,91,76
WK166700,Wijk 00 Reusel,1667,Reusel-De Mierden,8460,6741,630,37,8,37,27,,27,5,2,14,28,91,78
WK166701,Wijk 01 Hooge Mierde,1667,Reusel-De Mierden,1740,1385,95,36,8,37,25,,24,4,1,13,28,92,77
WK166702,Wijk 02 Lage Mierde,1667,Reusel-De Mierden,1835,1441,110,37,8,38,26,,27,5,2,14,28,91,77
WK166703,Wijk 03 Hulsel,1667,Reusel-De Mierden,770,606,33,34,7,34,24,,24,3,1,11,26,92,80
WK166901,Montfort,1669,Roerdalen,3070,2505,283,47,10,47,30,,28,6,1,15,36,89,72
WK166902,Sint Odiliënberg,1669,Roerdalen,3280,2763,450,47,11,48,32,,29,8,2,18,39,87,70
WK166903,Melick,1669,Roerdalen,3655,2939,326,46,11,47,31,,29,6,3,15,38,89,72
WK166904,Posterholt,1669,Roerdalen,4020,3355,345,46,11,47,31,,29,6,3,15,38,88,70
WK166905,Herkenbosch,1669,Roerdalen,4285,3533,474,48,11,48,32,,30,7,3,17,37,88,70
WK166906,Vlodrop,1669,Roerdalen,2360,2031,183,51,11,51,34,,33,7,5,18,38,87,67
WK167400,Wijk 00 Centrum,1674,Roosendaal,6025,5235,674,50,14,48,38,,53,7,9,18,33,87,71
WK167401,Wijk 01 Oost,1674,Roosendaal,5685,4687,600,48,13,47,36,,40,7,14,20,34,86,70
WK167402,Wijk 02 Noord,1674,Roosendaal,7760,5885,366,52,15,50,39,,36,4,30,20,33,85,69
WK167403,Wijk 03 West,1674,Roosendaal,7065,5811,829,54,16,51,42,,46,7,23,24,35,84,66
WK167404,Wijk 04 Groot Kroeven,1674,Roosendaal,11200,9074,1582,50,13,48,37,,36,9,16,23,36,84,68
WK167405,Wijk 05 Langdonk,1674,Roosendaal,4895,3760,362,49,14,48,36,,30,4,24,19,34,86,70
WK167406,Wijk 06 Kortendijk,1674,Roosendaal,11390,8880,590,44,11,45,32,,25,4,10,16,32,88,74
WK167407,Wijk 07 Tolberg,1674,Roosendaal,12445,9518,718,41,9,42,29,,22,4,5,14,29,91,77
WK167408,Wijk 08 Industriegebieden,1674,Roosendaal,575,487,36,41,9,43,28,,22,3,4,13,28,91,78
WK167410,Wijk 10 Nispen,1674,Roosendaal,1565,1269,156,44,9,46,29,,25,7,1,15,30,89,76
WK167411,Wijk 11 Wouw,1674,Roosendaal,4785,3777,466,42,10,43,29,,27,7,2,16,31,89,74
WK167412,Wijk 12 Heerle,1674,Roosendaal,1785,1474,160,45,11,46,30,,27,5,2,16,32,88,74
WK167413,Wijk 13 Moerstraten,1674,Roosendaal,630,475,40,42,8,44,26,,20,4,1,14,29,91,77
WK167414,Wijk 14 Wouwse Plantage,1674,Roosendaal,1130,944,85,43,9,45,28,,23,6,2,15,30,89,75
WK167600,Wijk 00 Zierikzee,1676,Schouwen-Duiveland,11120,8994,1297,47,11,48,34,,36,7,4,18,36,87,70
WK167601,Wijk 01 Brouwershaven,1676,Schouwen-Duiveland,1345,1138,181,49,12,50,34,,39,8,3,17,37,88,71
WK167602,Wijk 02 Zonnemaire,1676,Schouwen-Duiveland,745,610,54,45,11,48,31,,34,5,1,15,34,90,74
WK167603,Wijk 03 Dreischor,1676,Schouwen-Duiveland,985,786,65,44,10,47,31,,31,5,2,15,33,90,74
WK167604,Wijk 04 Noordgouwe,1676,Schouwen-Duiveland,770,656,64,43,9,48,28,,27,5,2,14,35,91,75
WK167605,Wijk 05 Bruinisse,1676,Schouwen-Duiveland,3880,3008,378,44,10,46,31,,29,7,2,16,33,89,75
WK167606,Wijk 06 Nieuwerkerk,1676,Schouwen-Duiveland,2650,1941,233,42,9,45,29,,29,6,2,15,31,90,76
WK167607,Wijk 07 Oosterland,1676,Schouwen-Duiveland,2660,2016,216,43,9,46,30,,25,4,1,14,31,90,76
WK167608,Wijk 08 Ouwerkerk,1676,Schouwen-Duiveland,610,499,71,46,11,48,31,,32,6,0,17,35,89,72
WK167609,Wijk 09 Scharendijke,1676,Schouwen-Duiveland,1310,1114,146,46,10,48,31,,30,6,2,16,35,89,73
WK167610,Wijk 10 Kerkwerve,1676,Schouwen-Duiveland,995,776,59,43,10,47,30,,29,5,2,13,31,90,75
WK167611,Wijk 11 Ellemeet,1676,Schouwen-Duiveland,345,298,31,44,10,48,30,,25,2,3,14,34,89,74
WK167612,Wijk 12 Haamstede,1676,Schouwen-Duiveland,4190,3650,715,45,10,48,30,,33,9,2,17,36,89,73
WK167613,Wijk 13 Renesse,1676,Schouwen-Duiveland,1525,1323,232,45,10,48,31,,37,8,3,17,35,88,73
WK167614,Wijk 14 Noordwelle,1676,Schouwen-Duiveland,295,255,17,43,10,48,30,,29,5,0,13,35,91,73
WK167615,Wijk 15 Serooskerke,1676,Schouwen-Duiveland,275,243,19,47,11,50,33,,37,7,1,15,37,89,71
WK168000,Wijk 00 Annen,1680,Aa en Hunze,3555,2796,361,40,7,41,26,,27,7,2,15,35,92,79
WK168001,Wijk 01 Eext,1680,Aa en Hunze,1385,1113,105,39,6,41,24,,30,6,2,14,32,92,81
WK168002,Wijk 02 Anloo,1680,Aa en Hunze,445,373,33,41,7,42,26,,29,7,3,17,35,91,77
WK168003,Wijk 03 Gasteren,1680,Aa en Hunze,410,345,29,37,5,40,20,,20,4,0,11,30,94,83
WK168004,Wijk 04 Anderen,1680,Aa en Hunze,270,215,17,41,5,43,22,,17,4,2,15,34,93,79
WK168005,Wijk 05 Schipborg,1680,Aa en Hunze,570,488,58,38,6,40,23,,28,5,2,13,37,93,80
WK168006,Wijk 06 Eexterveen,1680,Aa en Hunze,440,329,18,38,5,41,22,,23,4,2,11,30,94,83
WK168007,Wijk 07 Spijkerboor,1680,Aa en Hunze,150,,121,38,5,40,21,,19,3,0,11,32,94,82
WK168008,Wijk 08 Nieuw-Annerveen,1680,Aa en Hunze,110,,86,38,5,41,21,,16,1,2,10,30,94,84
WK168009,Wijk 09 Oud-Annerveen,1680,Aa en Hunze,125,,104,39,4,41,21,,14,2,1,10,31,93,83
WK168011,Wijk 11 Annerveenschekanaal,1680,Aa en Hunze,415,336,13,41,7,43,24,,27,4,4,13,33,92,79
WK168012,Wijk 12 Eexterveenschekanaal,1680,Aa en Hunze,270,,222,45,9,46,28,,35,2,1,16,36,90,76
WK168013,Wijk 13 Eexterzandvoort,1680,Aa en Hunze,135,113,11,39,6,42,22,,26,4,3,14,34,94,80
WK168014,Wijk 14 Gasselte,1680,Aa en Hunze,1860,1565,237,43,7,44,26,,32,7,2,18,37,90,76
WK168015,Wijk 15 Gasselternijveen,1680,Aa en Hunze,1825,1436,118,43,8,44,28,,25,4,2,18,37,89,75
WK168016,Wijk 16 Gasselternijveenschemond,1680,Aa en Hunze,670,565,48,41,7,42,24,,21,4,1,15,36,91,78
WK168017,Wijk 17 Gieten,1680,Aa en Hunze,5060,4022,633,42,8,43,27,,29,9,2,18,36,90,76
WK168018,Wijk 18 Gieterveen,1680,Aa en Hunze,1200,970,75,40,7,42,25,,25,5,1,14,33,92,79
WK168019,Wijk 19 Rolde,1680,Aa en Hunze,4640,3842,659,41,8,42,27,,29,8,2,20,37,90,74
WK168020,Wijk 20 Grolloo,1680,Aa en Hunze,1170,929,91,39,7,41,24,,25,4,1,13,31,92,80
WK168021,Wijk 21 Ekehaar,1680,Aa en Hunze,485,392,46,37,5,40,20,,15,4,1,11,29,94,83
WK168100,Wijk 00 Borger,1681,Borger-Odoorn,4840,3975,676,43,9,44,28,,32,9,2,19,37,89,74
WK168101,Wijk 01 Buinen,1681,Borger-Odoorn,815,649,45,38,6,40,23,,21,5,0,12,31,92,81
WK168102,Wijk 02 Bronneger,1681,Borger-Odoorn,115,,96,36,4,40,19,,20,3,0,9,29,95,84
WK168103,Wijk 03 Drouwen,1681,Borger-Odoorn,505,407,24,38,6,41,22,,25,5,0,12,35,93,80
WK168104,Wijk 04 Bronnegerveen,1681,Borger-Odoorn,85,,70,35,4,39,19,,11,7,0,10,31,95,84
WK168105,Wijk 05 Drouwenerveen,1681,Borger-Odoorn,270,,195,38,5,40,22,,21,4,2,11,31,94,83
WK168106,Wijk 06 Drouwenermond,1681,Borger-Odoorn,550,441,36,40,7,43,25,,19,5,0,15,36,91,79
WK168107,Wijk 07 Nieuw-Buinen,1681,Borger-Odoorn,4805,3709,340,43,9,44,28,,29,6,2,18,38,88,75
WK168108,Wijk 08 Buinerveen,1681,Borger-Odoorn,435,343,15,37,5,40,21,,13,5,3,12,33,92,82
WK168109,Wijk 09 Ees,1681,Borger-Odoorn,665,548,50,38,6,41,23,,28,5,3,12,32,92,80
WK168110,Wijk 10 Odoorn,1681,Borger-Odoorn,1860,1515,304,41,8,42,27,,31,11,0,20,37,88,74
WK168111,Wijk 11 Exloo,1681,Borger-Odoorn,1620,1376,219,38,7,40,24,,28,7,1,15,35,91,78
WK168112,Wijk 12 Valthe,1681,Borger-Odoorn,1260,1029,91,39,6,41,23,,21,5,1,14,35,93,79
WK168113,Wijk 13 Klijndijk,1681,Borger-Odoorn,755,630,47,39,7,42,24,,28,6,1,14,34,92,79
WK168114,Wijk 14 Odoornerveen,1681,Borger-Odoorn,360,303,27,39,5,41,22,,19,5,1,11,31,93,82
WK168115,Wijk 15 Tweede Exloërmond,1681,Borger-Odoorn,2825,2224,166,41,7,44,25,,24,4,1,17,37,89,77
WK168116,Wijk 16 Valthermond,1681,Borger-Odoorn,3570,2867,228,42,8,44,26,,27,5,2,17,37,89,76
WK168400,Wijk 00 Cuijk,1684,Cuijk,17230,13635,1401,45,11,44,33,,32,5,13,18,37,90,72
WK168401,Wijk 01 Vianen,1684,Cuijk,1265,1009,104,35,6,37,24,,20,5,2,14,31,93,79
WK168402,Wijk 02 Sint Agatha,1684,Cuijk,615,489,44,37,7,38,25,,22,6,4,13,31,93,78
WK168403,Wijk 03 Katwijk,1684,Cuijk,695,549,39,37,7,39,24,,19,3,4,11,32,94,79
WK168404,Wijk 04 Haps,1684,Cuijk,2845,2252,271,37,7,38,26,,24,6,1,15,32,92,77
WK168405,Wijk 05 Beers,1684,Cuijk,1675,1352,127,37,7,39,25,,25,5,1,14,33,92,78
WK168406,Wijk 06 Linden,1684,Cuijk,265,217,23,38,6,39,24,,16,5,1,14,27,94,81
WK168500,Wijk 00 Schaijk,1685,Landerd,7020,5497,614,38,8,38,27,,25,5,2,16,32,90,75
WK168501,Wijk 01 Reek,1685,Landerd,1700,1323,113,38,7,38,27,,25,5,2,16,31,91,77
WK168502,Wijk 02 Zeeland,1685,Landerd,6415,5002,503,38,8,38,27,,28,6,3,16,31,91,76
WK168509,Wijk 09 Verspreide huizen Zeeland,1685,Landerd,160,,123,37,8,39,23,,13,2,1,13,27,91,81
WK169000,Wijk 00 Zuidwolde,1690,De Wolden,6260,4901,725,39,8,41,27,,29,8,2,15,33,91,78
WK169001,Wijk 01 Alteveer,1690,De Wolden,835,644,43,36,5,38,21,,19,5,1,12,30,93,83
WK169002,Wijk 02 Kerkenveld,1690,De Wolden,845,626,44,37,6,39,22,,20,4,1,12,29,93,83
WK169003,Wijk 03 Drogteropslagen,1690,De Wolden,535,411,21,38,5,39,22,,22,3,1,12,31,93,82
WK169004,Wijk 04 Linde,1690,De Wolden,605,488,44,38,5,40,22,,22,4,1,11,30,93,83
WK169005,Wijk 05 Fort,1690,De Wolden,610,495,51,38,5,40,22,,23,6,2,11,29,93,83
WK169006,Wijk 06 Veeningen,1690,De Wolden,615,476,36,39,6,40,23,,27,5,0,13,31,92,81
WK169007,Wijk 07 Echten,1690,De Wolden,355,271,17,37,5,39,22,,26,4,1,11,29,94,84
WK169008,Wijk 08 Ruinen,1690,De Wolden,3520,2888,500,40,7,41,27,,30,9,2,18,36,90,77
WK169009,Wijk 09 Eursinge,1690,De Wolden,100,,70,38,5,40,22,,17,6,0,10,27,93,84
WK169010,Wijk 10 Ansen,1690,De Wolden,320,272,28,40,7,42,24,,23,5,0,16,34,90,77
WK169011,Wijk 11 Ruinerwold,1690,De Wolden,3865,2978,321,38,7,39,25,,26,5,1,14,32,91,80
WK169012,Wijk 12 Koekange,1690,De Wolden,2425,1946,196,38,7,40,24,,28,6,2,14,34,92,80
WK169013,Wijk 13 De Wijk,1690,De Wolden,2805,2201,356,43,7,41,27,,29,8,2,16,35,89,77
WK169500,Wijk 00 Kortgene,1695,Noord-Beveland,1840,1473,169,47,11,49,32,,35,5,2,15,35,89,73
WK169501,Wijk 01 Colijnsplaat,1695,Noord-Beveland,1590,1309,201,47,11,49,33,,37,9,3,20,37,86,70
WK169502,Wijk 02 Kats,1695,Noord-Beveland,440,365,24,42,10,47,28,,29,4,3,13,34,91,75
WK169503,Wijk 03 Kamperland,1695,Noord-Beveland,2055,1680,201,44,10,47,31,,37,6,1,15,35,89,74
WK169504,Wijk 04 Wissenkerke,1695,Noord-Beveland,1140,965,115,47,11,50,32,,32,6,3,17,37,88,70
WK169505,Wijk 05 Geersdijk,1695,Noord-Beveland,345,302,53,49,13,51,37,,43,12,3,22,37,86,67
WK169600,Wijk 00 's-Graveland,1696,Wijdemeren,1230,1035,118,38,8,39,26,,42,6,4,12,33,92,78
WK169601,Wijk 01 Kortenhoef,1696,Wijdemeren,6765,5326,758,37,7,39,25,,32,6,4,13,32,92,77
WK169602,Wijk 02 Ankeveen,1696,Wijdemeren,1500,1171,111,34,6,37,22,,29,4,3,11,30,93,79
WK169603,Wijk 03 Loosdrecht,1696,Wijdemeren,2035,1644,139,37,7,39,25,,35,4,4,12,31,92,78
WK169604,Wijk 04 Nieuw-Loosdrecht,1696,Wijdemeren,6485,5111,726,37,7,39,25,,32,7,5,14,33,91,77
WK169605,Wijk 05 Breukeleveen,1696,Wijdemeren,200,170,14,32,5,35,20,,35,6,2,10,30,95,81
WK169606,Wijk 06 Nederhorst den Berg,1696,Wijdemeren,5045,4093,469,36,7,39,24,,28,6,5,13,32,92,77
WK169900,Wijk 00 Roden,1699,Noordenveld,17440,13776,2148,42,8,44,28,,31,7,3,16,37,91,77
WK169901,Wijk 01 Roden,1699,Noordenveld,1430,1183,103,40,6,42,24,,27,3,1,12,33,93,80
WK169903,Wijk 03 Norg,1699,Noordenveld,6040,4961,687,42,8,42,27,,32,7,2,14,35,91,77
WK169904,Wijk 04 Norg,1699,Noordenveld,735,685,34,43,7,43,28,,30,4,2,13,29,93,80
WK169906,Wijk 06 Peize,1699,Noordenveld,5390,4243,558,39,7,41,25,,27,6,1,14,34,92,80
WK170000,Wijk 00 Vriezenveen (kern),1700,Twenterand,12840,9494,914,35,6,36,24,,24,5,2,16,33,91,80
WK170001,Wijk 01 Vriezenveen (buitengebied),1700,Twenterand,1040,738,39,31,4,34,20,,18,5,1,13,29,93,83
WK170002,Wijk 02 Westerhaar-Vriezenveensewijk,1700,Twenterand,4750,3644,297,38,7,38,26,,25,6,1,21,37,89,76
WK170003,Wijk 03 Kloosterhaar,1700,Twenterand,5875,4437,469,33,5,35,22,,24,6,1,15,32,92,81
WK170004,Wijk 04 Bruinehaar,1700,Twenterand,9335,7068,629,37,6,37,25,,25,5,2,17,35,91,78
WK170100,Wijk 00 Diever,1701,Westerveld,2705,2236,358,39,8,41,26,,31,8,1,17,36,90,76
WK170101,Wijk 01 Wapse,1701,Westerveld,635,491,49,38,6,40,23,,28,5,1,11,31,93,81
WK170102,Wijk 02 Zorgvlied,1701,Westerveld,410,342,48,40,6,42,24,,37,6,2,13,35,92,78
WK170103,Wijk 03 Dwingeloo,1701,Westerveld,2715,2186,371,42,8,40,28,,33,8,2,18,36,90,77
WK170104,Wijk 04 Lhee,1701,Westerveld,470,376,31,37,5,39,21,,25,4,0,11,31,94,83
WK170105,Wijk 05 Eemster,1701,Westerveld,335,281,18,37,6,40,22,,23,3,3,11,31,94,82
WK170106,Wijk 06 Geeuwenbrug,1701,Westerveld,495,380,24,40,6,42,24,,22,5,11,13,33,93,80
WK170107,Wijk 07 Dieverbrug,1701,Westerveld,290,239,16,39,6,41,25,,37,6,4,11,34,93,80
WK170108,Wijk 08 Havelte,1701,Westerveld,4380,3597,570,41,8,42,27,,32,7,1,17,38,89,76
WK170109,Wijk 09 Uffelte,1701,Westerveld,1385,1083,117,37,6,37,24,,26,6,1,13,34,92,79
WK170110,Wijk 10 Wapserveen,1701,Westerveld,800,624,54,38,6,41,23,,26,4,0,11,31,93,82
WK170111,Wijk 11 Vledder,1701,Westerveld,1920,1689,317,41,8,42,29,,32,9,2,17,39,89,75
WK170112,Wijk 12 Frederiksoord,1701,Westerveld,270,226,26,44,7,45,26,,34,6,1,15,39,89,74
WK170113,Wijk 13 Nijensleek,1701,Westerveld,515,392,34,39,6,41,23,,26,3,1,11,31,92,82
WK170114,Wijk 14 Vledderveen,1701,Westerveld,345,296,29,40,6,42,23,,32,5,1,15,34,91,78
WK170115,Wijk 15 Wilhelminaoord,1701,Westerveld,910,728,132,45,8,44,30,,34,10,2,23,40,86,70
WK170116,Wijk 16 Doldersum,1701,Westerveld,95,,79,38,5,41,22,,26,5,2,11,32,92,81
WK170117,Wijk 17 Boschoord,1701,Westerveld,230,,227,62,17,59,47,,67,1,19,40,46,72,48
WK170200,Wijk 00 Sint Anthonis,1702,Sint Anthonis,4775,3823,542,40,8,39,28,,27,6,3,17,34,91,75
WK170201,Wijk 01 Oploo,1702,Sint Anthonis,1820,1452,151,42,9,41,30,,27,5,2,20,34,87,74
WK170202,Wijk 02 Westerbeek,1702,Sint Anthonis,605,468,35,36,7,38,23,,23,4,0,14,30,92,78
WK170203,Wijk 03 Stevensbeek,1702,Sint Anthonis,685,532,64,39,7,40,26,,25,6,3,15,30,92,78
WK170204,Wijk 04 Wanroij,1702,Sint Anthonis,2990,2325,266,37,7,38,25,,23,5,1,16,32,91,76
WK170205,Wijk 05 Landhorst,1702,Sint Anthonis,705,552,54,38,7,40,25,,20,4,1,15,29,90,78
WK170500,Wijk 00 Bemmel,1705,Lingewaard,20140,15394,1534,38,7,39,27,,25,5,3,14,33,92,79
WK170501,Wijk 01 Gendt,1705,Lingewaard,7180,5643,628,39,8,40,28,,27,6,2,16,34,90,76
WK170502,Wijk 02 Huissen,1705,Lingewaard,18625,14747,1317,40,8,40,29,,28,5,4,13,35,92,78
WK170600,Wijk 00 Budel,1706,Cranendonck,9235,7523,870,45,10,45,31,,33,6,3,16,32,89,75
WK170601,Wijk 01 Schoot,1706,Cranendonck,2075,1691,175,45,10,46,30,,27,5,4,18,35,88,72
WK170602,Wijk 02 Dorplein,1706,Cranendonck,1565,1253,89,46,10,46,32,,23,4,12,17,32,88,73
WK170603,Wijk 03 Maarheeze,1706,Cranendonck,5275,4208,513,41,8,42,28,,24,6,3,15,31,90,76
WK170604,Wijk 04 Soerendonk,1706,Cranendonck,1760,1423,108,38,7,40,24,,21,3,1,14,28,91,78
WK170605,Wijk 05 Gastel,1706,Cranendonck,735,598,53,39,7,40,25,,14,3,1,13,27,91,77
WK170800,Wijk 00 Stad-Steenwijk,1708,Steenwijkerland,24640,19328,2412,44,10,45,31,,34,6,5,18,37,89,75
WK170802,Wijk 02 Oldemarkt,1708,Steenwijkerland,2970,2345,275,38,8,39,26,,27,6,1,13,34,91,80
WK170803,Wijk 03 Kalenberg,1708,Steenwijkerland,765,632,57,38,7,40,24,,34,5,1,13,36,91,80
WK170804,Wijk 04 Kuinre,1708,Steenwijkerland,950,719,49,38,8,38,25,,29,4,2,12,32,92,80
WK170805,Wijk 05 Blankenham,1708,Steenwijkerland,365,297,18,35,6,38,21,,16,2,1,10,31,92,82
WK170806,Wijk 06 Scheerwolde,1708,Steenwijkerland,690,562,62,39,7,40,25,,28,5,0,13,34,90,79
WK170807,Wijk 07 Vollenhove,1708,Steenwijkerland,4160,3225,364,42,9,42,29,,30,6,3,16,35,89,77
WK170808,Wijk 08 Sint Jansklooster,1708,Steenwijkerland,1525,1113,103,38,7,38,24,,22,4,2,12,31,91,81
WK170809,Wijk 09 Heetveld,1708,Steenwijkerland,930,689,56,35,5,37,21,,15,3,1,10,29,92,84
WK170810,Wijk 10 Belt-Schutsloot,1708,Steenwijkerland,560,441,36,37,6,38,22,,22,6,0,10,30,93,83
WK170811,Wijk 11 Wanneperveen,1708,Steenwijkerland,1265,1004,95,40,8,40,26,,30,5,2,13,33,90,79
